BSBG05D,BSBG04,BSBG13E,BSBG13D,BSBG14A,BSBM16A,BSBM17D,BSBM18C,BSBM20E,BSBM20I,mean_PV
Yes,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a little,Agree a little,About half the lessons,Disagree a little,Agree a little,384.85889
Yes,None or very few (0–10 books),Disagree a lot,Agree a little,Never,Agree a little,Agree a little,Some lessons,Disagree a little,Agree a little,390.184348
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,397.233382
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,A few times a year,Disagree a lot,Disagree a lot,Every or almost every lesson,Disagree a lot,Agree a little,360.773466
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,454.3949640000001
No,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a little,Some lessons,Agree a lot,Agree a lot,415.121962
Yes,None or very few (0–10 books),Disagree a little,Disagree a little,Never,Disagree a lot,Disagree a lot,About half the lessons,Disagree a lot,Disagree a little,387.356804
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Disagree a lot,Disagree a little,About half the lessons,Disagree a lot,Disagree a little,375.902708
Yes,None or very few (0–10 books),Agree a lot,Agree a little,At least once a week,Disagree a little,Disagree a lot,Every or almost every lesson,Agree a little,Agree a little,256.30869199999995
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,407.749822
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,At least once a week,Agree a little,Agree a little,Some lessons,Disagree a little,Agree a little,355.5389
Yes,None or very few (0–10 books),Agree a lot,Disagree a lot,Never,Agree a little,Disagree a little,Some lessons,Disagree a lot,Disagree a lot,321.848968
Yes,None or very few (0–10 books),Agree a little,Disagree a little,Never,Disagree a lot,Agree a lot,Every or almost every lesson,Agree a little,Disagree a little,363.476828
Yes,Enough to fill one bookcase (26–100 books),Agree a little,Agree a little,At least once a week,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a little,423.628772
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,489.111278
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,451.061604
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,At least once a week,Disagree a lot,Disagree a lot,Never,Disagree a lot,Disagree a lot,332.140494
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a little,494.858888
Yes,Enough to fill one bookcase (26–100 books),Disagree a little,Agree a lot,Never,Disagree a little,Agree a lot,About half the lessons,Disagree a lot,Disagree a little,432.798674
No,None or very few (0–10 books),Disagree a little,Agree a little,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,432.697276
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,472.12795399999993
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,447.38817
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,424.63573800000006
No,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,359.797768
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,363.340686
No,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a little,Agree a lot,Some lessons,Agree a little,Agree a lot,418.020644
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a little,Agree a lot,350.125788
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,391.076578
Yes,None or very few (0–10 books),Agree a little,Disagree a little,At least once a week,Disagree a little,Agree a little,Never,Agree a lot,Agree a lot,361.004946
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,367.663314
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Never,Disagree a little,Agree a lot,Never,Disagree a little,Agree a little,418.33665
Yes,None or very few (0–10 books),Agree a little,Disagree a little,Never,Agree a little,Agree a lot,Every or almost every lesson,Disagree a lot,Agree a lot,397.186632
No,Enough to fill three or more bookcases (more than 200),Disagree a lot,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,441.5123400000001
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,522.153402
No,Enough to fill one bookcase (26–100 books),Agree a little,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,375.773934
Yes,Enough to fill one bookcase (26–100 books),Agree a little,Agree a lot,At least once a week,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a little,420.04096
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a little,Agree a little,334.116186
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,468.64643799999993
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Some lessons,Agree a little,Agree a lot,380.998162
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Disagree a lot,Agree a lot,407.651552
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,421.739968
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a little,381.7625300000001
Yes,None or very few (0–10 books),Agree a lot,Disagree a little,Never,Agree a little,Agree a lot,Some lessons,Agree a lot,Agree a lot,345.84431400000005
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a little,413.2673720000001
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Agree a lot,Some lessons,Disagree a little,Disagree a little,342.567036
No,None or very few (0–10 books),Agree a lot,Disagree a little,At least once a week,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,379.695012
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,397.57905
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,413.734708
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a little,Agree a lot,About half the lessons,Agree a little,Agree a lot,376.198956
No,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a little,Agree a little,Never,Agree a lot,Agree a little,390.333888
Yes,None or very few (0–10 books),Agree a little,Agree a lot,Never,Agree a little,Agree a lot,About half the lessons,Disagree a lot,Disagree a little,392.824132
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,431.586902
No,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,433.853898
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,414.254824
No,None or very few (0–10 books),Agree a little,Disagree a little,At least once a week,Agree a little,Agree a lot,About half the lessons,Disagree a lot,Disagree a little,345.368688
Yes,Enough to fill one shelf (11–25 books),Disagree a little,Agree a little,A few times a year,Agree a lot,Agree a little,Every or almost every lesson,Agree a lot,Agree a lot,504.25426
Yes,None or very few (0–10 books),Agree a lot,Agree a little,At least once a week,Agree a little,Agree a little,Every or almost every lesson,Disagree a little,Agree a lot,307.049932
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,456.601426
Yes,None or very few (0–10 books),Agree a lot,Disagree a little,Never,Agree a lot,Disagree a little,Some lessons,Agree a little,Agree a little,297.275454
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,At least once a week,Agree a little,Agree a lot,Some lessons,Agree a little,Agree a lot,341.693962
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,344.775872
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Agree a lot,Every or almost every lesson,Agree a lot,Disagree a lot,353.967988
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,402.265194
No,Enough to fill one shelf (11–25 books),Agree a lot,Disagree a little,Once or twice a month,Disagree a lot,Agree a lot,Never,Agree a lot,Agree a lot,314.66761
Yes,None or very few (0–10 books),Agree a lot,Disagree a lot,Never,Agree a lot,Agree a lot,Some lessons,Disagree a lot,Agree a little,415.488334
Yes,None or very few (0–10 books),Agree a little,Agree a lot,A few times a year,Agree a little,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,354.174578
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Disagree a little,A few times a year,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,455.675556
Yes,Enough to fill three or more bookcases (more than 200),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,492.311272
Yes,None or very few (0–10 books),Agree a little,Agree a lot,Never,Disagree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,356.971164
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a little,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,343.083422
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,391.893474
Yes,None or very few (0–10 books),Agree a little,Agree a little,At least once a week,Agree a little,Agree a lot,Every or almost every lesson,Disagree a lot,Disagree a lot,381.308352
No,Enough to fill one bookcase (26–100 books),Disagree a lot,Agree a little,At least once a week,Disagree a lot,Agree a lot,About half the lessons,Disagree a lot,Disagree a lot,323.28366400000004
No,None or very few (0–10 books),Disagree a lot,Agree a little,A few times a year,Disagree a lot,Disagree a lot,Every or almost every lesson,Disagree a lot,Agree a lot,355.06016
Yes,None or very few (0–10 books),Agree a lot,Disagree a little,A few times a year,Agree a lot,Agree a lot,About half the lessons,Agree a little,Agree a lot,473.536936
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,433.356778
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Once or twice a month,Agree a little,Agree a lot,Some lessons,Agree a little,Agree a lot,351.71734000000004
Yes,None or very few (0–10 books),Disagree a little,Disagree a lot,A few times a year,Disagree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a little,417.144218
No,None or very few (0–10 books),Agree a little,Disagree a little,A few times a year,Disagree a lot,Agree a lot,Every or almost every lesson,Disagree a little,Agree a lot,401.644162
Yes,None or very few (0–10 books),Agree a little,Disagree a little,A few times a year,Disagree a lot,Disagree a lot,About half the lessons,Disagree a lot,Disagree a lot,330.338058
Yes,None or very few (0–10 books),Disagree a lot,Agree a little,Once or twice a month,Disagree a lot,Disagree a little,About half the lessons,Disagree a lot,Disagree a lot,508.99173400000006
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Disagree a lot,Once or twice a month,Disagree a lot,Disagree a lot,Every or almost every lesson,Disagree a lot,Agree a little,493.766434
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Once or twice a month,Agree a lot,Agree a lot,Some lessons,Disagree a lot,Agree a lot,288.58721799999995
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a little,Agree a lot,405.362598
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Disagree a little,Once or twice a month,Agree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,378.356752
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Disagree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,463.309774
No,None or very few (0–10 books),Agree a lot,Disagree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,301.383004
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Disagree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,516.676822
