BSBG05D,BSBG04,BSBG13E,BSBG13D,BSBG14A,BSBM16A,BSBM17D,BSBM18C,BSBM20E,BSBM20I,mean_PV,score_category
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,335.45093,1
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a little,At least once a week,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,422.772618,2
No,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a little,431.119428,2
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Disagree a little,Agree a little,Never,Disagree a lot,Disagree a lot,374.25711,1
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a little,Never,Agree a little,Agree a lot,600.626322,4
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,370.35226,1
No,None or very few (0–10 books),Agree a little,Agree a little,At least once a week,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,368.944198,1
Yes,Enough to fill one shelf (11–25 books),Disagree a little,Disagree a little,At least once a week,Disagree a little,Disagree a little,Every or almost every lesson,Agree a little,Agree a little,353.864372,1
Yes,None or very few (0–10 books),Agree a little,Agree a lot,A few times a year,Agree a lot,Agree a little,Every or almost every lesson,Agree a little,Agree a lot,371.742374,1
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,Never,Agree a little,Agree a little,Some lessons,Agree a little,Agree a little,323.947918,1
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,360.44769,1
Yes,None or very few (0–10 books),Agree a little,Agree a little,A few times a year,Disagree a little,Disagree a little,Some lessons,Disagree a lot,Disagree a little,455.75443400000006,2
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Disagree a little,Agree a lot,Some lessons,Disagree a lot,Agree a lot,396.800962,1
No,None or very few (0–10 books),Agree a lot,Agree a little,At least once a week,Agree a little,Agree a little,Some lessons,Agree a little,Agree a little,368.668976,1
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,Never,Disagree a little,Agree a little,493.63619,3
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,573.4631160000001,4
Yes,None or very few (0–10 books),Agree a lot,Disagree a little,At least once a week,Disagree a little,Disagree a little,Never,Agree a lot,Agree a little,362.608386,1
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,345.09534399999995,1
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a little,Agree a lot,About half the lessons,Agree a lot,Agree a lot,398.136122,1
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,367.548506,1
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,434.373272,2
No,Enough to fill one bookcase (26–100 books),Agree a little,Agree a little,A few times a year,Agree a lot,Agree a lot,About half the lessons,Agree a little,Agree a little,389.732558,1
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Disagree a little,Agree a little,Never,Disagree a lot,Disagree a little,345.822894,1
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Once or twice a month,Agree a little,Agree a lot,Some lessons,Agree a little,Agree a little,328.938632,1
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a little,Never,Disagree a little,Agree a lot,Every or almost every lesson,Disagree a lot,Agree a lot,359.824644,1
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a little,Agree a lot,Never,Agree a little,Agree a lot,414.570442,2
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,474.23518,2
Yes,None or very few (0–10 books),Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,472.69337,2
Yes,None or very few (0–10 books),Agree a little,Agree a little,A few times a year,Disagree a little,Agree a lot,Some lessons,Disagree a lot,Agree a lot,275.286714,1
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,435.629674,2
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,A few times a year,Agree a little,Agree a lot,About half the lessons,Agree a little,Agree a lot,342.818546,1
No,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a little,281.324464,1
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a little,Agree a little,398.26323,1
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,482.802458,3
No,None or very few (0–10 books),Disagree a little,Agree a lot,At least once a week,Agree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a little,425.30508,2
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,Never,Agree a little,Agree a lot,About half the lessons,Disagree a lot,Disagree a little,356.39685799999995,1
Yes,Enough to fill one shelf (11–25 books),Disagree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,346.295694,1
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Disagree a little,Agree a lot,435.092902,2
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,373.741966,1
Yes,None or very few (0–10 books),Agree a little,Agree a lot,At least once a week,Agree a lot,Agree a lot,About half the lessons,Disagree a little,Agree a lot,383.576814,1
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,409.29388,2
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Once or twice a month,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,382.914774,1
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,418.857588,2
No,Enough to fill two bookcases (101–200 books),Disagree a little,Disagree a lot,Once or twice a month,Agree a little,Agree a little,About half the lessons,Agree a little,Disagree a little,296.70848800000005,1
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,Once or twice a month,Agree a little,Agree a little,Every or almost every lesson,Agree a lot,Disagree a little,329.022698,1
No,None or very few (0–10 books),Agree a little,Agree a little,Never,Disagree a little,Agree a lot,Never,Agree a little,Agree a lot,376.05376,1
Yes,Enough to fill one bookcase (26–100 books),Agree a little,Agree a little,Never,Disagree a lot,Agree a lot,About half the lessons,Disagree a little,Disagree a little,329.5698,1
Yes,None or very few (0–10 books),Disagree a lot,Agree a lot,At least once a week,Disagree a little,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,431.887868,2
Yes,Enough to fill one bookcase (26–100 books),Disagree a little,Agree a lot,Once or twice a month,Agree a little,Agree a lot,About half the lessons,Agree a little,Agree a lot,455.612346,2
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,380.90191,1
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a little,About half the lessons,Agree a lot,Agree a lot,311.901976,1
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Agree a little,Some lessons,Agree a lot,Agree a lot,467.712572,2
No,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Disagree a lot,Disagree a little,About half the lessons,Agree a little,Agree a little,335.632012,1
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,510.673586,3
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Disagree a lot,Disagree a lot,About half the lessons,Disagree a lot,Disagree a lot,325.678076,1
No,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a lot,Disagree a little,Every or almost every lesson,Disagree a little,Agree a lot,393.427968,1
No,None or very few (0–10 books),Agree a lot,Agree a little,A few times a year,Agree a little,Agree a little,Every or almost every lesson,Agree a little,Agree a little,328.828368,1
No,None or very few (0–10 books),Disagree a lot,Agree a lot,At least once a week,Agree a little,Disagree a lot,About half the lessons,Agree a little,Agree a lot,317.376454,1
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Agree a little,Some lessons,Disagree a lot,Agree a lot,340.382826,1
No,None or very few (0–10 books),Agree a little,Agree a little,Never,Disagree a little,Agree a little,Every or almost every lesson,Agree a little,Agree a lot,296.802408,1
No,Enough to fill one shelf (11–25 books),Agree a lot,Disagree a little,A few times a year,Agree a lot,Disagree a little,Every or almost every lesson,Disagree a little,Agree a lot,436.879552,2
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,A few times a year,Agree a little,Agree a lot,Never,Agree a little,Agree a lot,395.291056,1
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Disagree a little,Never,Agree a lot,Agree a lot,362.613538,1
No,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a little,286.184522,1
No,None or very few (0–10 books),Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,277.38746000000003,1
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,At least once a week,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,427.6708,2
Yes,Enough to fill one shelf (11–25 books),Disagree a little,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,338.793126,1
No,None or very few (0–10 books),Agree a lot,Agree a little,At least once a week,Agree a little,Agree a lot,Never,Agree a little,Agree a lot,419.10409,2
No,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a little,Every or almost every lesson,Agree a lot,Agree a lot,417.311376,2
Yes,None or very few (0–10 books),Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,398.287982,1
No,Enough to fill one shelf (11–25 books),Agree a little,Disagree a little,Once or twice a month,Agree a little,Agree a little,Some lessons,Disagree a lot,Agree a little,369.309926,1
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,At least once a week,Agree a little,Agree a lot,About half the lessons,Agree a lot,Agree a lot,315.71928,1
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Disagree a little,Agree a lot,Some lessons,Agree a little,Agree a lot,373.41208,1
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,At least once a week,Agree a lot,Disagree a little,Some lessons,Disagree a little,Agree a lot,382.644024,1
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,328.569044,1
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,At least once a week,Agree a little,Agree a little,About half the lessons,Disagree a lot,Agree a lot,448.153988,2
No,None or very few (0–10 books),Disagree a little,Agree a little,Once or twice a month,Agree a lot,Agree a little,Every or almost every lesson,Agree a lot,Agree a lot,390.12019,1
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,305.886662,1
No,None or very few (0–10 books),Disagree a lot,Agree a little,At least once a week,Disagree a little,Agree a lot,Never,Disagree a lot,Agree a lot,407.295854,2
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a little,428.23408,2
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,341.164592,1
Yes,None or very few (0–10 books),Disagree a lot,Disagree a lot,Never,Disagree a lot,Disagree a lot,Every or almost every lesson,Disagree a lot,Agree a lot,388.014568,1
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Disagree a lot,About half the lessons,Disagree a little,Agree a little,351.51980799999995,1
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Every or almost every lesson,Disagree a little,Agree a lot,424.542144,2
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Disagree a little,Disagree a little,Every or almost every lesson,Disagree a little,Disagree a little,280.432556,1
Yes,None or very few (0–10 books),Disagree a little,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,403.326146,2
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,448.401578,2
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a little,Some lessons,Agree a little,Agree a little,303.415886,1
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,389.091276,1
